imdb_title_id	title	year	genre	director	avg_vote
tt0089194	Geraftaar	1985	Action, Drama	Prayag Raj	6.1
tt0089200	Ghoulies	1984	Comedy, Fantasy, Horror	Luca Bercovici	4.2
tt0089201	Ghulami	1985	Action, Drama	J.P. Dutta	7.2
tt0089209	Glissando	1982	Comedy, Drama	Mircea Daneliuc	7.2
tt0089243	Gymkata	1985	Action, Thriller	Robert Clouse	4.4
tt0089256	Harem	1985	Drama	Arthur Joffé	4.9
tt0089275	Himatsuri	1985	Drama	Mitsuo Yanagimachi	7.0
tt0089312	Hurlevent	1985	Drama, Romance, Mystery	Jacques Rivette	6.5
tt0089355	Istanbul	1985	Thriller, Drama	Marc Didden	6.4
tt0089382	Joshilaay	1989	Action, Drama, Western	Sibte Hassan Rizvi	5.7
tt0089392	Junior	1985	Comedy, Thriller	Jim Hanley	4.4
tt0089413	Khamosh	1986	Mystery, Thriller	Vidhu Vinod Chopra	7.5
tt0089457	Ladyhawke	1985	Adventure, Comedy, Drama	Richard Donner	7.0
tt0089463	Latino	1985	Drama, War	Haskell Wexler	6.1
tt0089469	Legend	1985	Adventure, Fantasy, Romance	Ridley Scott	6.5
tt0089499	Lola	1986	Drama, Thriller	Bigas Luna	5.6
tt0089529	Maccheroni	1985	Comedy, Drama	Ettore Scola	6.5
tt0089552	Mard	1985	Action, Drama, Romance	Manmohan Desai	6.2
tt0089563	Masterblaster	1987	Action, Thriller	Glenn R. Wilder	4.6
tt0089569	Maxie	1985	Comedy, Fantasy	Paul Aaron	5.4
tt0089598	Miranda	1985	Comedy, Romance	Tinto Brass	5.0
tt0089601	Mischief	1985	Comedy, Romance	Mel Damski	6.6
tt0089656	Uomini	1985	Comedy, Romance	Doris Dörrie	6.6
tt0089671	Nattseilere	1986	Adventure, Drama	Tor M. Tørstad	6.9
tt0089707	Novembermond	1985	Drama, Romance, War	Alexandra von Grote	5.8
tt0089739	Oriana	1985	Drama, Mystery, Romance	Fina Torres	6.7
tt0089746	Osôshiki	1984	Comedy	Jûzô Itami	7.1
tt0089775	Parking	1985	Fantasy, Musical	Jacques Demy	4.8
tt0089798	Perfect	1985	Drama, Romance	James Bridges	4.5
tt0089800	Perinbaba	1985	Comedy, Fantasy, Romance	Juraj Jakubisko	7.7
tt0089816	Plenty	1985	Drama	Fred Schepisi	6.0
tt0089821	Police	1985	Crime, Drama, Romance	Maurice Pialat	6.6
tt0089847	Protector	1985	Action, Crime, Thriller	James Glickenhaus	5.8
tt0089851	Pulgasari	1985	Action, Drama, Fantasy	Sang-ok Shin	5.3
tt0089881	Ran	1985	Action, Drama, War	Akira Kurosawa	8.2
tt0089893	Yado	1985	Action, Adventure, Fantasy	Richard Fleischer	5.1
tt0089913	Revolution	1985	Adventure, Drama, History	Hugh Hudson	5.3
tt0089937	Rosso	1985	Drama, Crime	Mika Kaurismäki	6.6
tt0089949	Sabishinbô	1985	Comedy, Fantasy, Romance	Nobuhiko Ôbayashi	7.4
tt0089952	Saaheb	1985	Drama	Anil Ganguly	7.2
tt0089989	Seitenstechen	1985	Family, Fantasy, Comedy	Dieter Pröttel	4.0
tt0090003	Shadey	1985	Comedy	Philip Saville	4.9
tt0090009	She	1984	Action, Adventure, Fantasy	Avi Nesher	4.9
tt0090022	Silverado	1985	Action, Crime, Drama	Lawrence Kasdan	7.2
tt0090038	Smugglarkungen	1985	Comedy, Crime, Romance	Sune Lund-Sørensen	4.8
tt0090050	Sopernitsy	1985	Drama, Sport	Viktor Sadovsky	4.7
tt0090057	Spookies	1986	Comedy, Horror	Genie Joseph, Thomas Doran	5.1
tt0090068	Starship	1984	Sci-Fi	Roger Christian	3.5
tt0090069	Static	1985	Comedy, Drama	Mark Romanek	6.6
tt0090095	Subway	1985	Thriller	Luc Besson	6.6
tt0090112	Sylvester	1985	Drama, Family	Tim Hunter	6.6
tt0090145	Tenement	1985	Action, Crime, Horror	Roberta Findlay	5.6
tt0090228	Telephone	1985	Comedy	Jean-Pierre Vergne	6.0
tt0090233	Underworld	1985	Action, Horror, Sci-Fi	George Pavlou	4.2
tt0090241	Uramisten	1984	Drama	Péter Gárdos	7.0
tt0090251	Variety	1983	Drama	Bette Gordon	5.7
tt0090309	Westler	1985	Drama	Wieland Speck	6.5
tt0090325	Wildschut	1985	Comedy, Crime, Drama	Bobby Eerhart	6.4
tt0090327	Spiritika	1986	Horror, Mystery, Thriller	Kevin Tenney	5.7
tt0090349	Yasha	1985	Crime, Drama	Yasuo Furuhata	6.8
tt0090352	Yesterday	1985	Comedy, Drama, Music	Radoslaw Piwowarski	7.0
tt0090358	Yudh	1985	Action, Crime, Drama	Rajiv Rai	6.2
tt0090576	Assault	1986	Drama, History, Romance	Fons Rademakers	7.2
tt0090579	Abel	1986	Comedy	Alex van Warmerdam	7.5
tt0090581	Abodh	1984	Drama	Hiren Nag	5.9
tt0090601	Superfantagenio	1986	Adventure, Fantasy	Bruno Corbucci	5.4
tt0090627	Amazons	1986	Action, Fantasy, Adventure	Alejandro Sessa	4.6
tt0090629	America	1986	Comedy	Robert Downey Sr.	4.8
tt0090637	Amorosa	1986	Biography, Drama	Mai Zetterling	6.0
tt0090658	Arion	1986	Animation, Action, Adventure	Yoshikazu Yasuhiko	6.5
tt0090686	Backlash	1986	Crime, Drama	Bill Bennett	6.0
tt0090771	Breeders	1986	Horror, Sci-Fi	Tim Kincaid	3.7
tt0090779	Bullies	1986	Action, Drama, Thriller	Paul Lynch	5.3
tt0090784	Cactus	1986	Drama, Romance	Paul Cox	6.1
tt0090795	Captive	1986	Crime, Thriller	Paul Mayersberg	4.5
tt0090798	Caravaggio	1986	Biography, Drama, History	Derek Jarman	6.6
tt0090807	Cassandra	1987	Horror, Thriller	Colin Eggleston	4.7
tt0090852	Clockwise	1986	Comedy	Christopher Morahan	6.6
tt0090859	Cobra	1986	Action, Crime, Thriller	George P. Cosmatos	5.8
tt0090929	Demoner	1986	Drama	Carsten Brandt	5.4
tt0090967	Daunbailò	1986	Comedy, Crime, Drama	Jim Jarmusch	7.8
tt0091003	Eliminators	1986	Action, Adventure, Fantasy	Peter Manoogian	4.8
tt0091035	Fatherland	1986	Drama, Music	Ken Loach	6.3
tt0091059	Navigator	1986	Adventure, Comedy, Family	Randal Kleiser	6.9
tt0091069	Fortress	1985	Action, Adventure, Thriller	Arch Nicholson	7.1
tt0091072	Foxtrap	1986	Action, Drama	Fred Williamson, Jean-Marie Pallardy	4.6
tt0091094	Funland	1987	Comedy, Crime	Michael A. Simpson	4.5
tt0091105	Genesis	1986	Drama	Mrinal Sen	6.9
tt0091164	Mistery	1986	Drama, Thriller	Bob Swaim	5.4
tt0091187	Gunny	1986	Drama, War	Clint Eastwood	6.9
tt0091219	Hotshot	1986	Drama, Sport	Rick King	5.5
tt0091230	Hud	1986	Crime, Drama	Vibeke Løkkeberg	3.6
tt0091256	Ijaazat	1987	Drama, Musical, Romance	Gulzar	8.3
tt0091276	Invaders	1986	Horror, Sci-Fi	Tobe Hooper	5.6
tt0091281	Sciacalli	1986	Action, Crime, Drama	Gary Grillo	5.6
tt0091284	Janbaaz	1986	Action, Drama	Feroz Khan	6.2
tt0091322	Kamikaze	1986	Sci-Fi, Thriller	Didier Grousset	5.7
tt0091325	Kangaroo	1986	Drama	Tim Burstall	6.3
tt0091328	Karma	1986	Action, Adventure, Drama	Subhash Ghai	7.4
tt0091336	Rapimento	1987	Thriller	Howard Avedis	4.7
tt0091355	Terrorizers	1986	Crime, Drama	Edward Yang	7.8
tt0091364	Kuryer	1986	Comedy, Drama, Romance	Karen Shakhnazarov	8.0
tt0091375	Lamb	1985	Drama	Colin Gregg	6.5
tt0091379	Laputa	1986	Drama	Helma Sanders-Brahms	6.4
tt0091415	Link	1986	Horror	Richard Franklin	5.9
tt0091445	Lucas	1986	Comedy, Drama, Romance	David Seltzer	6.9
tt0091446	Lucker	1986	Horror, Thriller	Johan Vandewoestijne	3.8
tt0091449	Lumikuningatar	1986	Family, Fantasy	Päivi Hartzell	6.6
tt0091454	Lussuria	1986	Drama	Joe D'Amato	4.7
tt0091464	Malcolm	1986	Comedy, Crime, Sci-Fi	Nadia Tass	7.2
tt0091495	Matador	1986	Drama, Thriller	Pedro Almodóvar	7.0
tt0091499	Brivido	1986	Action, Comedy, Horror	Stephen King	5.5
tt0091507	Mélo	1986	Drama, Romance	Alain Resnais	7.0
tt0091530	Mission	1986	Adventure, Drama, History	Roland Joffé	7.4
tt0091537	Momo	1986	Comedy, Family, Fantasy	Johannes Schaaf	6.6
tt0091598	Naam	1986	Crime, Drama, Thriller	Mahesh Bhatt	7.5
tt0091601	Nagina	1986	Fantasy, Romance	Harmesh Malhotra	6.6
tt0091608	Nanou	1986	Drama, Romance	Conny Templeman	5.8
tt0091613	Paura	1986	Drama, Romance	Jerrold Freedman	5.8
tt0091647	Nomads	1986	Horror, Mystery, Thriller	John McTiernan	5.4
tt0091658	Nutcracker	1986	Family, Fantasy, Music	Carroll Ballard	7.0
tt0091670	Sacrificio	1986	Drama	Andrei Tarkovsky	8.1
tt0091699	Otello	1986	Drama, Music	Franco Zeffirelli	6.9
tt0091710	Overkill	1987	Action, Crime, Thriller	Ulli Lommel	3.6
tt0091755	Pikkupojat	1986	Comedy	Ere Kokkonen, Spede Pasanen	6.9
tt0091757	Pirati	1986	Adventure, Comedy, Family	Roman Polanski	6.1
tt0091762	Plastposen	1986	Action, Comedy, Crime	Hans Otto Nicolayssen	5.5
tt0091763	Platoon	1986	Drama, War	Oliver Stone	8.1
tt0091796	Proryv	1986	Drama	Dmitriy Svetozarov	6.1
tt0091816	Quilombo	1984	Drama	Carlos Diegues	6.3
tt0091817	Rad	1986	Drama, Sport	Hal Needham	7.0
tt0091823	Rakuyôju	1986	Drama	Kaneto Shindô	7.8
tt0091827	Ratboy	1986	Comedy, Crime, Drama	Sondra Locke	3.7
tt0091832	Reclute	1986	Comedy	Rafal Zielinski	4.4
tt0091886	Salvador	1986	Drama, History, Thriller	Oliver Stone	7.4
tt0091892	Sarraounia	1986	Drama, History, War	Med Hondo	7.1
tt0091897	Scalps	1987	Western, Action, Drama	Claudio Fragasso, Bruno Mattei	5.4
tt0091921	Sensi	1986	Thriller	Gabriele Lavia	5.3
tt0091953	Sibaji	1987	Drama	Kwon-taek Im	7.1
tt0091957	Silk	1986	Action, Crime, Drama	Cirio H. Santiago	4.0
tt0091971	Sleepwalk	1986	Drama, Fantasy	Sara Driver	6.2
tt0091989	Sorekara	1985	Drama	Yoshimitsu Morita	7.0
tt0091995	Spiker	1985	Drama, Sport	Roger Tilton	2.8
tt0092015	Stockholmsnatt	1987	Crime, Drama	Staffan Hildebrand	4.4
tt0092026	Sultanat	1986	Action, Drama, Romance	Mukul Anand, John Philip Dayton	6.1
tt0092040	Szamárköhögés	1987	Comedy, Drama	Péter Gárdos	7.0
tt0092048	Tampopo	1985	Comedy	Jûzô Itami	7.9
tt0092070	Terminus	1987	Sci-Fi	Pierre-William Glenn	3.0
tt0092090	Thérèse	1986	Drama	Alain Cavalier	7.3
tt0092115	Troll	1986	Comedy, Fantasy, Horror	John Carl Buechler	4.5
tt0092122	Twisted	1986	Horror, Thriller	Adam Holender	4.7
tt0092147	Vamp	1986	Comedy, Fantasy, Horror	Richard Wenk	5.9
tt0092156	Vendetta	1986	Action, Drama	Bruce Logan	5.3
tt0092160	Spiagge	1986	Drama	Stefan Henszelman	6.5
tt0092186	Vzlomshchik	1987	Drama	Valeriy Ogorodnikov	6.0
tt0092214	Wildcats	1986	Comedy, Sport	Michael Ritchie	6.0
tt0092220	Windrider	1986	Drama, Romance	Vincent Monton	5.2
tt0092225	Wisdom	1986	Crime, Drama	Emilio Estevez	5.8
tt0092244	X	1986	Drama	Oddvar Einarson	6.6
tt0092246	Xaver	1986	Comedy, Sci-Fi	Werner Possardt	6.4
tt0092279	Zabou	1987	Action	Hajo Gies	6.3
tt0092285	Zeisters	1986	Comedy	John Golden	2.7
tt0092507	Abhimanyu	1991	Crime, Drama, Musical	Priyadarshan	7.1
tt0092516	Aenigma	1987	Horror, Mystery, Romance	Lucio Fulci	5.0
tt0092557	Anantaram	1987	Drama	Adoor Gopalakrishnan	7.6
tt0092569	Anna	1987	Drama	Yurek Bogayevicz	6.4
tt0092576	Deliria	1987	Horror, Thriller	Michele Soavi	6.7
tt0092580	Aria	1987	Comedy, Drama, Music	Robert Altman, Bruce Beresford	5.8
tt0092582	Arrogance	1988	Action, Crime, Thriller	Philippe Blot	2.6
tt0092585	Assassination	1987	Action, Drama, Thriller	Peter R. Hunt	5.2
tt0092634	Bellifreschi	1987	Comedy	Enrico Oldoini	5.0
tt0092639	Bernadette	1988	Drama	Jean Delannoy	6.9
tt0092651	Bicycleran	1989	Drama	Mohsen Makhmalbaf	7.3
tt0092720	Capriccio	1987	Drama, Romance	Tinto Brass	5.0
tt0092725	Caribe	1987	Adventure, Thriller, Drama	Michael Kennedy	3.9
tt0092750	Chillers	1987	Horror	Daniel Boyd	4.6
tt0092787	Escuadrón	1988	Action, Drama	José Antonio de la Loma	4.6
tt0092789	Courtship	1987	Drama	Howard Cummings	5.8
tt0092822	Dancers	1987	Comedy, Drama, Musical	Herbert Ross	4.7
tt0092896	Discopríbeh	1987	Comedy, Musical	Jaroslav Soukup	5.2
tt0092900	Deviazioni	1987	Horror, Thriller	Armand Mastroianni	4.8
tt0092930	Drug	1988	Drama, Romance	Leonid Kvinikhidze	7.4
tt0092972	Epidemic	1987	Drama, Horror	Lars von Trier	6.2
tt0093107	Goofballs	1987	Comedy	Brad Turner	4.3
tt0093127	Guldregn	1988	Crime, Family	Søren Kragh-Jacobsen	6.6
tt0093142	Hangmen	1987	Action, Thriller, Adventure	J. Christian Ingvordsen	3.1
tt0093169	Hector	1987	Comedy	Stijn Coninx	6.9
tt0093177	Hellraiser	1987	Horror, Thriller	Clive Barker	7.0
tt0093231	Hunk	1987	Comedy, Fantasy	Lawrence Bassoff	4.7
tt0093258	Rouge	1987	Drama, Fantasy, Music	Stanley Kwan	7.4
tt0093267	Intervista	1987	Comedy, Drama, Fantasy	Federico Fellini	7.0
tt0093268	Interzone	1989	Action, Comedy, Sci-Fi	Deran Sarafian	4.0
tt0093277	Ironweed	1987	Drama	Hector Babenco	6.7
tt0093278	Ishtar	1987	Action, Adventure, Comedy	Elaine May	4.4
tt0093293	Jalwa	1987	Action, Thriller	Pankaj Parashar	6.7
tt0093315	Jocks	1986	Comedy, Sport	Steve Carver	3.8
tt0093335	Kandyland	1988	Drama	Robert Allen Schnitzer	4.7
tt0093338	Kenny	1987	Biography, Drama	Claude Gagnon	6.2
tt0093341	Kelid	1987	Drama	Ebrahim Forouzesh	6.9
tt0093346	Delirio	1987	Horror	Tim Ritter	5.1
tt0093351	Laura	1987	Thriller	Peter Ily Huemer	4.0
tt0093402	Leif	1987	Comedy, Musical	Claes Eriksson	6.3
tt0093493	Mannequin	1987	Comedy, Fantasy, Romance	Michael Gottlieb	5.9
tt0093504	Mascara	1987	Thriller	Patrick Conrad	5.2
tt0093512	Maurice	1987	Drama, Romance	James Ivory	7.7
tt0093566	Moonzund	1988	Drama, History, Romance	Aleksandr Muratov	7.2
tt0093577	Moziklip	1987	Musical	Péter Tímár	6.6
tt0093582	Munchies	1987	Comedy, Fantasy, Horror	Tina Hirsch	4.0
tt0093591	Mälarpirater	1987	Adventure	Allan Edwall	4.9
tt0093603	Nayakan	1987	Crime, Drama	Mani Ratnam	8.6
tt0093608	Nekromantik	1987	Horror	Jörg Buttgereit	5.1
tt0093660	Pazza	1987	Drama, Thriller	Martin Ritt	6.6
tt0093677	Opera	1987	Horror, Mystery, Thriller	Dario Argento	7.0
tt0093702	Paramedici	1988	Comedy	Stuart Margolin	4.4
tt0093754	Pentimento	1984	Drama	Tengiz Abuladze	8.4
tt0093773	Predator	1987	Action, Adventure, Sci-Fi	John McTiernan	7.8
tt0093789	Profumo	1987	Drama, Thriller	Giuliana Gamba	4.9
tt0093843	Videokiller	1988	Comedy, Romance, Sci-Fi	Jeff Lieberman	5.7
tt0093863	Riisuminen	1986	Drama	Lauri Törhönen	4.8
tt0093870	RoboCop	1987	Action, Crime, Sci-Fi	Paul Verhoeven	7.5
tt0093886	Roxanne	1987	Comedy, Romance	Fred Schepisi	6.6
tt0093932	Scorpion	1986	Action	William Riead	4.2
tt0093940	Settembre	1987	Drama	Woody Allen	6.5
tt0093949	Shahenshah	1988	Action, Adventure	Tinnu Anand	6.3
tt0093952	Shame	1988	Drama	Steve Jodrell	7.0
tt0093968	Siekierezada	1986	Drama	Witold Leszczynski	7.2
tt0093969	Siesta	1987	Drama, Mystery, Romance	Mary Lambert	5.6
tt0093985	Skytturnar	1987	Drama	Friðrik Þór Friðriksson	6.2
tt0093990	Slaughterhouse	1987	Comedy, Horror	Rick Roessler	5.4
tt0094015	Spettri	1987	Horror	Marcello Avallone	4.1
tt0094050	Extralunati	1987	Sci-Fi	Fleming B. Fuller	5.4
tt0094058	Stregati	1986	Comedy, Drama	Francesco Nuti	6.0
tt0094060	Striker	1988	Action, Drama	Enzo G. Castellari	4.7
tt0094076	Sur	1988	Drama	Fernando E. Solanas	7.3
tt0094105	Tandem	1987	Comedy, Drama	Patrice Leconte	7.1
tt0094150	Tilinteko	1987	Crime, Drama	Veikko Aaltonen	6.0
tt0094248	Vera	1986	Drama	Sergio Toledo	6.3
tt0094269	Vincent	1987	Animation, Biography, Drama	Paul Cox	7.3
tt0094385	Initiation	1987	Adventure, Drama, Thriller	Michael Pearce	4.9
tt0094407	Ödipussi	1988	Comedy, Romance	Vicco von Bülow	7.5
tt0094602	Nico	1988	Action, Crime, Drama	Andrew Davis	6.0
tt0094607	Accidents	1989	Action, Sci-Fi, Thriller	Gideon Amir	5.0
tt0094625	Akira	1988	Animation, Action, Sci-Fi	Katsuhiro Ôtomo	8.0
tt0094632	Transformations	1988	Horror, Sci-Fi	Jay Kamen	3.9
tt0094661	Anna	1988	Drama, Family, Music	Frank Strecker	5.7
tt0094675	Ariel	1988	Comedy, Crime, Romance	Aki Kaurismäki	7.5
tt0094683	Assa	1987	Crime, Drama, History	Sergey Solovev	7.8
tt0094713	Baxter	1989	Comedy, Drama, Horror	Jérôme Boivin	6.9
tt0094715	Spiagge	1988	Comedy, Drama, Music	Garry Marshall	7.0
tt0094730	Besökarna	1988	Horror	Jack Ersgard	5.8
tt0094737	Big	1988	Comedy, Drama, Fantasy	Penny Marshall	7.3
tt0094747	Bird	1988	Biography, Drama, Music	Clint Eastwood	7.2
tt0094765	Bloodstone	1988	Action, Adventure, Comedy	Dwight H. Little	4.3
tt0094772	Blücher	1988	Action, Adventure	Oddvar Bull Tuhus	4.9
tt0094783	Cocaina	1988	Drama, Romance	Harold Becker	6.1
tt0094819	Buster	1988	Comedy, Crime, Drama	David Green	5.8
tt0094850	Ork	1988	Fantasy, Horror	John Carl Buechler	5.1
tt0094868	Chocolat	1988	Drama	Claire Denis	7.3
tt0094886	Clownhouse	1989	Horror	Victor Salva	5.6
tt0094889	Cocktail	1988	Comedy, Drama, Romance	Roger Donaldson	5.9
tt0094900	Committed	1991	Drama, Thriller	William A. Levey	5.1
tt0094923	Crusoe	1988	Drama	Caleb Deschanel	6.2
tt0094934	Da	1988	Drama, Fantasy	Matt Clark	6.5
tt0094958	Dayavan	1988	Action, Crime, Drama	Feroz Khan	6.6
tt0094964	Inseparabili	1988	Drama, Horror, Thriller	David Cronenberg	7.3
tt0094997	Demonia	1990	Horror, Mystery	Lucio Fulci	4.5
tt0094998	Demonwarp	1988	Horror, Mystery, Sci-Fi	Emmett Alston	4.7
tt0095008	Due	1989	Drama, Romance	Claude Zidi	5.8
tt0095012	Diabel	1972	Drama, History, Horror	Andrzej Zulawski	7.1
tt0095071	Tonkô	1988	Adventure, Drama, History	Jun'ya Satô	7.0
tt0095086	Eldorádó	1988	Drama	Géza Bereményi	7.7
tt0095090	Emanon	1987	Drama	Stuart Paul	3.4
tt0095115	Esquilache	1989	Drama	Josefina Molina	6.5
tt0095126	Mamba	1988	Horror, Thriller	Mario Orfini	4.9
tt0095167	Fontan	1988	Comedy	Yuri Mamin	7.4
tt0095174	Frantic	1988	Crime, Drama, Mystery	Roman Polanski	6.9
tt0095204	Geierwally	1988	Comedy, Musical	Walter Bockmayer	6.1
tt0095241	Gor	1987	Action, Adventure, Fantasy	Fritz Kiersch	3.3
tt0095256	Grotesque	1988	Horror	Joe Tornatore	4.4
tt0095285	Heartstopper	1989	Horror	John A. Russo	4.9
tt0095295	Herbstmilch	1989	Drama, War	Joseph Vilsmaier	6.9
tt0095300	Hifazat	1987	Drama, Family	Prayag Raj	5.4
tt0095316	Homeboy	1988	Crime, Drama, Romance	Michael Seresin	5.9
tt0095319	Honneponnetje	1988	Comedy, Romance	Ruud van Hemert	4.6
tt0095349	Iacob	1988	Drama	Mircea Daneliuc	7.2
tt0095350	Iced	1989	Horror	Jeff Kwitny	4.3
tt0095354	Iguana	1988	Adventure, Crime, Drama	Monte Hellman	6.0
tt0095390	Jakarta	1988	Action, Drama, Mystery	Charles Kaufman	4.7
tt0095394	Jericó	1991	Adventure, Drama	Luis Alberto Lamata	6.9
tt0095421	Jydekompagniet	1988	Comedy	Finn Henriksen	5.5
tt0095423	Kadaicha	1988	Horror	James Bogle	4.5
tt0095428	Kansas	1988	Crime, Drama, Romance	David Stevens	5.5
tt0095452	Kingsajz	1988	Adventure, Comedy, Fantasy	Juliusz Machulski	7.4
tt0095464	Kornblumenblau	1989	Drama, Music	Leszek Wosiewicz	7.0
tt0095471	Kukolka	1988	Drama, Romance, Sport	Isaakas Fridbergas	7.2
tt0095472	Muscle	1989	Drama, Horror, Thriller	Hisayasu Satô	6.3
tt0095473	Kuutamosonaatti	1988	Comedy, Horror, Thriller	Olli Soinio	6.3
tt0095475	Kárhozat	1988	Crime, Drama, Romance	Béla Tarr	7.8
tt0095525	Gandahar	1987	Animation, Adventure, Fantasy	René Laloux	7.1
tt0095557	Lurkers	1988	Horror	Roberta Findlay	4.2
tt0095582	Mangeclous	1988	Comedy, Drama	Moshé Mizrahi	5.0
tt0095587	Afrikander	1988	Crime, Drama	Oliver Schmitz	6.9
tt0095599	Masquerade	1988	Drama, Romance, Thriller	Bob Swaim	6.0
tt0095638	Milagro	1988	Comedy, Drama, Fantasy	Robert Redford	6.8
tt0095649	Moderns	1988	Comedy, Drama, Romance	Alan Rudolph	6.6
tt0095655	Moonwalker	1988	Action, Crime, Fantasy	Jerry Kramer, Colin Chilvers	6.1
tt0095679	Maxie	1973	Horror, Thriller	Paulmichel Mielche	3.4
tt0095712	Nebojsa	1989	Adventure, Family, Fantasy	Július Matula	6.4
tt0095715	Alice	1988	Animation, Adventure, Fantasy	Jan Svankmajer	7.5
tt0095716	Necromancer	1988	Horror	Dusty Nelson	4.0
tt0095738	Nightfall	1988	Mystery, Sci-Fi	Paul Mayersberg	2.7
tt0095774	Saigon	1988	Action, Drama, Thriller	Christopher Crowe	6.2
tt0095857	Pestonjee	1988	Comedy, Drama	Vijaya Mehta	7.3
tt0095872	Piravi	1989	Drama	Shaji N. Karun	7.7
tt0095880	Pohjanmaa	1988	Drama, Comedy	Pekka Parikka	7.2
tt0095888	Polizei	1988	Comedy, Romance	Serif Gören	6.6
tt0095904	Prison	1987	Crime, Drama, Horror	Renny Harlin	5.8
tt0095920	Provocazione	1988	Drama	Piero Vivarelli	4.7
tt0095925	Pumpkinhead	1988	Fantasy, Horror	Stan Winston	6.2
tt0095963	Danko	1988	Action, Comedy, Crime	Walter Hill	6.1
tt0095971	Rejuvenatrix	1988	Horror, Sci-Fi	Brian Thomas Jones	5.4
tt0095993	Indomabile	1988	Adventure, Drama, Western	Geoff Burrowes	6.6
tt0095997	Rituelen	1989	Drama	Herbert Curiel	5.6
tt0096022	SOS	1988	Comedy	Lasse Åberg	6.2
tt0096030	Salsa	1988	Music, Romance	Boaz Davidson	5.0
tt0096046	Scarecrows	1988	Action, Crime, Horror	William Wesley	5.4
tt0096084	Melanie	1988	Crime, Drama, Mystery	Terrell Tannen	3.8
tt0096111	Sinatra	1988	Comedy, Drama	Francesc Betriu	6.2
tt0096121	Sluga	1989	Drama	Vadim Abdrashitov	7.1
tt0096141	Sorb	1989	Action, History, Thriller	Masud Kimiai	6.4
tt0096152	Spellbinder	1988	Drama, Horror, Romance	Janet Greek	5.8
tt0096153	Spellcaster	1988	Horror, Mystery	Rafal Zielinski	4.6
tt0096160	Splendor	1989	Drama	Ettore Scola	7.1
tt0096161	Boxe	1988	Action, Drama, Sport	David Drury	5.2
tt0096211	Taffin	1988	Action, Thriller	Francis Megahy	5.6
tt0096223	Tapeheads	1988	Comedy, Music	Bill Fishman	5.7
tt0096250	Testimony	1987	Biography, Drama, History	Tony Palmer	7.2
tt0096251	Tetsuo	1989	Fantasy, Horror, Sci-Fi	Shin'ya Tsukamoto	7.0
tt0096252	Tezaab	1988	Action, Drama, Romance	N. Chandra	7.0
tt0096302	Traxx	1988	Action, Comedy	Jerome Gary	5.4
tt0096321	Twister	1989	Comedy, Drama	Michael Almereyda	5.2
tt0096340	Soprannaturale	1988	Horror	Camilo Vila	5.0
tt0096390	Vijay	1988	Action, Drama, Romance	Yash Chopra	5.6
tt0096405	Vroom	1988	Drama, Romance	Beeban Kidron	5.7
tt0096446	Willow	1988	Action, Adventure, Drama	Ron Howard	7.3
tt0096476	Yasemin	1988	Drama, Romance	Hark Bohm	6.8
tt0096477	Yateem	1988	Action, Drama	J.P. Dutta	6.3
tt0096522	Etoile	1989	Fantasy, Romance, Thriller	Peter Del Monte	5.9
tt0096737	1939	1989	Drama	Göran Carmback	5.6
tt0096786	Alienator	1990	Action, Sci-Fi	Fred Olen Ray	3.2
tt0096854	Australia	1989	Drama	Jean-Jacques Andrien	6.3
tt0096869	Babar	1989	Animation, Adventure, Family	Alan Bunce	6.3
tt0096895	Batman	1989	Action, Adventure	Tim Burton	7.5
tt0096896	Batwara	1989	Action, Drama	J.P. Dutta	6.3
tt0096922	Bhrashtachar	1989	Action, Crime, Drama	Ramesh Sippy	4.7
tt0096936	Blades	1989	Comedy, Horror	Thomas R. Rondinella	4.8
tt0096964	Boerenpsalm	1989	Drama	Roland Verhavert	6.6
tt0097045	Chandni	1989	Drama, Musical, Romance	Yash Chopra	6.8
tt0097100	Communion	1989	Biography, Drama, Horror	Philippe Mora	5.6
tt0097109	Cookie	1989	Comedy, Crime	Susan Seidelman	5.4
tt0097116	Cugini	1989	Comedy, Romance	Joel Schumacher	6.3
tt0097138	Cyborg	1989	Action, Sci-Fi, Thriller	Albert Pyun	5.1
tt0097172	Dealers	1989	Drama	Colin Bucksey	5.5
tt0097176	Deceit	1990	Comedy, Sci-Fi	Albert Pyun	4.8
tt0097224	Domino	1988	Drama	Ivana Massetti	3.7
tt0097250	Dykket	1989	Action, Thriller, Drama	Tristan de Vere Cole	6.4
tt0097264	Eeshwar	1989	Drama, Musical, Family	K. Viswanath, Rajesh Malik	7.3
tt0097298	Eternity	1990	Drama	Steven Paul	2.7
tt0097339	Father	1990	Drama, War	John Power	7.0
tt0097383	Francesco	1989	Biography, Drama, History	Liliana Cavani	6.4
tt0097409	Ganashatru	1989	Drama	Satyajit Ray	7.4
tt0097410	Ganheddo	1989	Action, Sci-Fi, Thriller	Masato Harada	5.5
tt0097416	Kadhalan	1994	Action, Drama, Romance	S. Shankar	7.2
tt0097437	Gitanjali	1989	Drama, Romance	Mani Ratnam	8.2
tt0097439	Glembajevi	1988	Drama, Thriller	Antun Vrdoljak	7.7
tt0097466	Guru	1989	Crime	Umesh Mehra	5.6
tt0097487	Hawks	1988	Comedy, Drama	Robert Ellis Miller	6.9
tt0097498	Hellgate	1989	Horror	William A. Levey	3.5
